,Media Source,Compound,Positive,Negative,Neutral,Date,Tweets Ago,Tweet
390,FoxNews,0.0,0.0,1.0,0.0,Sun Apr 01 13:11:53 +0000 2018,91,"RT @FoxNewsSunday: On dealing with Syria, @LindseyGrahamSC has a message for President Trump: When it comes to Syria, do not read the Obama…"
391,FoxNews,0.3818,0.245,0.755,0.0,Sun Apr 01 13:10:51 +0000 2018,92,Zlatan Ibrahimovic scores stunning goal in MLS debut https://t.co/J669q4Wcj9
392,FoxNews,0.1531,0.118,0.882,0.0,Sun Apr 01 12:49:35 +0000 2018,93,Arizona trooper gives emotional radio call to mark end of 37-year career https://t.co/4NDaUY2veX
393,FoxNews,0.2732,0.174,0.826,0.0,Sun Apr 01 12:32:51 +0000 2018,94,OPINION: Why are teachers striking? The answer may surprise you https://t.co/L4OjHGNXJi
394,FoxNews,0.296,0.196,0.804,0.0,Sun Apr 01 12:22:33 +0000 2018,95,Cardinal Timothy Dolan shares his Easter message with @BillHemmer https://t.co/fVeyz9NMvb
395,FoxNews,0.0258,0.135,0.735,0.131,Sun Apr 01 12:19:58 +0000 2018,96,.@mschlapp: “This whole idea that President Trump is somehow chaotic and unique because he has his own strong point… https://t.co/z9aYO7DZqT
396,FoxNews,-0.25,0.0,0.857,0.143,Sun Apr 01 11:55:19 +0000 2018,97,Sheriff's vehicle appears to hit woman during Stephon Clark protest in Sacramento https://t.co/XfwmyoTNQm
397,FoxNews,0.0,0.0,1.0,0.0,Sun Apr 01 11:46:15 +0000 2018,98,An Arizona highway patrolman gave his colleagues a tearful goodbye on his last day on the job after serving for 37… https://t.co/GYgz6wq6e8
398,FoxNews,0.0,0.115,0.769,0.115,Sun Apr 01 11:36:02 +0000 2018,99,".@GovMikeHuckabee: “The problem with the special prosecutor is, as we are seeing with Bob Mueller, they tend to go… https://t.co/ttckOOFCcB"
399,FoxNews,0.1027,0.159,0.706,0.135,Sun Apr 01 11:33:29 +0000 2018,100,Students at Florida high school stage walkout in support of Second Amendment https://t.co/io7iqMzOIq https://t.co/hFVbUr9fgT
400,nytimes,-0.3818,0.0,0.825,0.175,Sun Apr 01 14:22:04 +0000 2018,1,It has been 8 years since Live Nation and Ticketmaster merged. Now officials are looking into serious accusations a… https://t.co/7vBaBECHcW
401,nytimes,-0.1531,0.118,0.735,0.147,Sun Apr 01 14:12:01 +0000 2018,2,The Taliban are increasingly attacking security forces using night-vision goggles and lasers that U.S. officials sa… https://t.co/Ez9s464pfW
402,nytimes,0.0,0.0,1.0,0.0,Sun Apr 01 14:04:59 +0000 2018,3,"Since 1851, obituaries in The New York Times have been dominated by white men. Now, we're adding the stories of mor… https://t.co/YXQbh55kcf"
403,nytimes,0.0,0.0,1.0,0.0,Sun Apr 01 13:48:48 +0000 2018,4,"In his new book, the mayor of New Orleans surveys Southern history and its lingering divides in deeper detail https://t.co/4zO51If6TU"
404,nytimes,0.0,0.0,1.0,0.0,Sun Apr 01 13:30:08 +0000 2018,5,What to make with all of those hard-boiled eggs https://t.co/aZKdUjaqEd https://t.co/1f2pClfS4F
405,nytimes,0.0,0.0,1.0,0.0,Sun Apr 01 13:00:19 +0000 2018,6,"What is perhaps most extraordinary about Dr. King and photography is not how the medium defined him, but how skillf… https://t.co/HrRHpX3xmT"
406,nytimes,0.0,0.0,1.0,0.0,Sun Apr 01 12:30:13 +0000 2018,7,Charleston needs that African American Museum. And now. https://t.co/PnFhG7Si9x
407,nytimes,0.802,0.375,0.625,0.0,Sun Apr 01 12:18:42 +0000 2018,8,Pope Celebrates Easter Mass With Message of Peace for Syria and North Korea https://t.co/W4jWk1Huy5
408,nytimes,0.6597,0.329,0.671,0.0,Sun Apr 01 12:13:58 +0000 2018,9,Opinion: How the Party of Lincoln Became the Party of Racial Backlash https://t.co/fkm1tMdQRS
409,nytimes,-0.765,0.0,0.761,0.239,Sun Apr 01 12:00:04 +0000 2018,10,"The use of bail bonds has come under attack in recent years because it keeps the poorest, rather than the most dang… https://t.co/amuUdroyOD"
410,nytimes,0.0,0.0,1.0,0.0,Sun Apr 01 11:30:05 +0000 2018,11,"A partnership between Humana and Walmart, which operates pharmacies in many of its U.S. stores, would be the latest… https://t.co/ZqN3693QFd"
411,nytimes,0.4522,0.165,0.835,0.0,Sun Apr 01 11:00:17 +0000 2018,12,"As more people bring smart speakers into their homes, how much can digital assistants hear? https://t.co/kRDJKerLS5"
412,nytimes,-0.1779,0.0,0.866,0.134,Sun Apr 01 10:30:40 +0000 2018,13,The Taliban Have Gone High-Tech. That Poses a Dilemma for the U.S. https://t.co/kI8Jbr10IT
413,nytimes,-0.0258,0.125,0.706,0.169,Sun Apr 01 10:30:08 +0000 2018,14,No one told them their homes were at risk. They were intentionally flooded to save downtown Houston when Harvey hit… https://t.co/d5PD9rvIXd
414,nytimes,0.0,0.0,1.0,0.0,Sun Apr 01 10:28:22 +0000 2018,15,"Album Review: With Sons of Kemet, Shabaka Hutchings Brings London Jazz Into the Spotlight https://t.co/voEkUO0PCS"
415,nytimes,0.0,0.0,1.0,0.0,Sun Apr 01 10:26:06 +0000 2018,16,Opinion: Separate Is Not Equal in the Marine Corps https://t.co/AdSZ7oBEdk
416,nytimes,0.6486,0.346,0.654,0.0,Sun Apr 01 10:00:17 +0000 2018,17,"These sweet, lemony rolls are a fresh alternative to classic cinnamon rolls https://t.co/8zUr8V4tpk"
417,nytimes,0.4019,0.105,0.895,0.0,Sun Apr 01 09:31:27 +0000 2018,18,"Jujhar Khaira is nearing the end of his first full season in the NHL, where he is the only active player of Indian… https://t.co/loB81xxpd6"
418,nytimes,0.25,0.268,0.567,0.165,Sun Apr 01 09:14:23 +0000 2018,19,Diagnosis: The Woman Was Fit and Healthy. Why Did Her Lung Mysteriously Collapse? https://t.co/RdLro8jnON
419,nytimes,-0.0258,0.123,0.749,0.128,Sun Apr 01 09:00:35 +0000 2018,20,"Review: Sean Pean's novel is ""a riddle wrapped in an enigma and cloaked in crazy"" https://t.co/AVZdMw8VNF"
420,nytimes,-0.3818,0.0,0.825,0.175,Sun Apr 01 14:22:04 +0000 2018,21,It has been 8 years since Live Nation and Ticketmaster merged. Now officials are looking into serious accusations a… https://t.co/7vBaBECHcW
421,nytimes,-0.1531,0.118,0.735,0.147,Sun Apr 01 14:12:01 +0000 2018,22,The Taliban are increasingly attacking security forces using night-vision goggles and lasers that U.S. officials sa… https://t.co/Ez9s464pfW
422,nytimes,0.0,0.0,1.0,0.0,Sun Apr 01 14:04:59 +0000 2018,23,"Since 1851, obituaries in The New York Times have been dominated by white men. Now, we're adding the stories of mor… https://t.co/YXQbh55kcf"
423,nytimes,0.0,0.0,1.0,0.0,Sun Apr 01 13:48:48 +0000 2018,24,"In his new book, the mayor of New Orleans surveys Southern history and its lingering divides in deeper detail https://t.co/4zO51If6TU"
424,nytimes,0.0,0.0,1.0,0.0,Sun Apr 01 13:30:08 +0000 2018,25,What to make with all of those hard-boiled eggs https://t.co/aZKdUjaqEd https://t.co/1f2pClfS4F
425,nytimes,0.0,0.0,1.0,0.0,Sun Apr 01 13:00:19 +0000 2018,26,"What is perhaps most extraordinary about Dr. King and photography is not how the medium defined him, but how skillf… https://t.co/HrRHpX3xmT"
426,nytimes,0.0,0.0,1.0,0.0,Sun Apr 01 12:30:13 +0000 2018,27,Charleston needs that African American Museum. And now. https://t.co/PnFhG7Si9x
427,nytimes,0.802,0.375,0.625,0.0,Sun Apr 01 12:18:42 +0000 2018,28,Pope Celebrates Easter Mass With Message of Peace for Syria and North Korea https://t.co/W4jWk1Huy5
428,nytimes,0.6597,0.329,0.671,0.0,Sun Apr 01 12:13:58 +0000 2018,29,Opinion: How the Party of Lincoln Became the Party of Racial Backlash https://t.co/fkm1tMdQRS
429,nytimes,-0.765,0.0,0.761,0.239,Sun Apr 01 12:00:04 +0000 2018,30,"The use of bail bonds has come under attack in recent years because it keeps the poorest, rather than the most dang… https://t.co/amuUdroyOD"
430,nytimes,0.0,0.0,1.0,0.0,Sun Apr 01 11:30:05 +0000 2018,31,"A partnership between Humana and Walmart, which operates pharmacies in many of its U.S. stores, would be the latest… https://t.co/ZqN3693QFd"
431,nytimes,0.4522,0.165,0.835,0.0,Sun Apr 01 11:00:17 +0000 2018,32,"As more people bring smart speakers into their homes, how much can digital assistants hear? https://t.co/kRDJKerLS5"
432,nytimes,-0.1779,0.0,0.866,0.134,Sun Apr 01 10:30:40 +0000 2018,33,The Taliban Have Gone High-Tech. That Poses a Dilemma for the U.S. https://t.co/kI8Jbr10IT
433,nytimes,-0.0258,0.125,0.706,0.169,Sun Apr 01 10:30:08 +0000 2018,34,No one told them their homes were at risk. They were intentionally flooded to save downtown Houston when Harvey hit… https://t.co/d5PD9rvIXd
434,nytimes,0.0,0.0,1.0,0.0,Sun Apr 01 10:28:22 +0000 2018,35,"Album Review: With Sons of Kemet, Shabaka Hutchings Brings London Jazz Into the Spotlight https://t.co/voEkUO0PCS"
435,nytimes,0.0,0.0,1.0,0.0,Sun Apr 01 10:26:06 +0000 2018,36,Opinion: Separate Is Not Equal in the Marine Corps https://t.co/AdSZ7oBEdk
436,nytimes,0.6486,0.346,0.654,0.0,Sun Apr 01 10:00:17 +0000 2018,37,"These sweet, lemony rolls are a fresh alternative to classic cinnamon rolls https://t.co/8zUr8V4tpk"
437,nytimes,0.4019,0.105,0.895,0.0,Sun Apr 01 09:31:27 +0000 2018,38,"Jujhar Khaira is nearing the end of his first full season in the NHL, where he is the only active player of Indian… https://t.co/loB81xxpd6"
438,nytimes,0.25,0.268,0.567,0.165,Sun Apr 01 09:14:23 +0000 2018,39,Diagnosis: The Woman Was Fit and Healthy. Why Did Her Lung Mysteriously Collapse? https://t.co/RdLro8jnON
439,nytimes,-0.0258,0.123,0.749,0.128,Sun Apr 01 09:00:35 +0000 2018,40,"Review: Sean Pean's novel is ""a riddle wrapped in an enigma and cloaked in crazy"" https://t.co/AVZdMw8VNF"
440,nytimes,-0.3818,0.0,0.825,0.175,Sun Apr 01 14:22:04 +0000 2018,41,It has been 8 years since Live Nation and Ticketmaster merged. Now officials are looking into serious accusations a… https://t.co/7vBaBECHcW
441,nytimes,-0.1531,0.118,0.735,0.147,Sun Apr 01 14:12:01 +0000 2018,42,The Taliban are increasingly attacking security forces using night-vision goggles and lasers that U.S. officials sa… https://t.co/Ez9s464pfW
442,nytimes,0.0,0.0,1.0,0.0,Sun Apr 01 14:04:59 +0000 2018,43,"Since 1851, obituaries in The New York Times have been dominated by white men. Now, we're adding the stories of mor… https://t.co/YXQbh55kcf"
443,nytimes,0.0,0.0,1.0,0.0,Sun Apr 01 13:48:48 +0000 2018,44,"In his new book, the mayor of New Orleans surveys Southern history and its lingering divides in deeper detail https://t.co/4zO51If6TU"
444,nytimes,0.0,0.0,1.0,0.0,Sun Apr 01 13:30:08 +0000 2018,45,What to make with all of those hard-boiled eggs https://t.co/aZKdUjaqEd https://t.co/1f2pClfS4F
445,nytimes,0.0,0.0,1.0,0.0,Sun Apr 01 13:00:19 +0000 2018,46,"What is perhaps most extraordinary about Dr. King and photography is not how the medium defined him, but how skillf… https://t.co/HrRHpX3xmT"
446,nytimes,0.0,0.0,1.0,0.0,Sun Apr 01 12:30:13 +0000 2018,47,Charleston needs that African American Museum. And now. https://t.co/PnFhG7Si9x
447,nytimes,0.802,0.375,0.625,0.0,Sun Apr 01 12:18:42 +0000 2018,48,Pope Celebrates Easter Mass With Message of Peace for Syria and North Korea https://t.co/W4jWk1Huy5
448,nytimes,0.6597,0.329,0.671,0.0,Sun Apr 01 12:13:58 +0000 2018,49,Opinion: How the Party of Lincoln Became the Party of Racial Backlash https://t.co/fkm1tMdQRS
449,nytimes,-0.765,0.0,0.761,0.239,Sun Apr 01 12:00:04 +0000 2018,50,"The use of bail bonds has come under attack in recent years because it keeps the poorest, rather than the most dang… https://t.co/amuUdroyOD"
450,nytimes,0.0,0.0,1.0,0.0,Sun Apr 01 11:30:05 +0000 2018,51,"A partnership between Humana and Walmart, which operates pharmacies in many of its U.S. stores, would be the latest… https://t.co/ZqN3693QFd"
451,nytimes,0.4522,0.165,0.835,0.0,Sun Apr 01 11:00:17 +0000 2018,52,"As more people bring smart speakers into their homes, how much can digital assistants hear? https://t.co/kRDJKerLS5"
452,nytimes,-0.1779,0.0,0.866,0.134,Sun Apr 01 10:30:40 +0000 2018,53,The Taliban Have Gone High-Tech. That Poses a Dilemma for the U.S. https://t.co/kI8Jbr10IT
453,nytimes,-0.0258,0.125,0.706,0.169,Sun Apr 01 10:30:08 +0000 2018,54,No one told them their homes were at risk. They were intentionally flooded to save downtown Houston when Harvey hit… https://t.co/d5PD9rvIXd
454,nytimes,0.0,0.0,1.0,0.0,Sun Apr 01 10:28:22 +0000 2018,55,"Album Review: With Sons of Kemet, Shabaka Hutchings Brings London Jazz Into the Spotlight https://t.co/voEkUO0PCS"
455,nytimes,0.0,0.0,1.0,0.0,Sun Apr 01 10:26:06 +0000 2018,56,Opinion: Separate Is Not Equal in the Marine Corps https://t.co/AdSZ7oBEdk
456,nytimes,0.6486,0.346,0.654,0.0,Sun Apr 01 10:00:17 +0000 2018,57,"These sweet, lemony rolls are a fresh alternative to classic cinnamon rolls https://t.co/8zUr8V4tpk"
457,nytimes,0.4019,0.105,0.895,0.0,Sun Apr 01 09:31:27 +0000 2018,58,"Jujhar Khaira is nearing the end of his first full season in the NHL, where he is the only active player of Indian… https://t.co/loB81xxpd6"
458,nytimes,0.25,0.268,0.567,0.165,Sun Apr 01 09:14:23 +0000 2018,59,Diagnosis: The Woman Was Fit and Healthy. Why Did Her Lung Mysteriously Collapse? https://t.co/RdLro8jnON
459,nytimes,-0.0258,0.123,0.749,0.128,Sun Apr 01 09:00:35 +0000 2018,60,"Review: Sean Pean's novel is ""a riddle wrapped in an enigma and cloaked in crazy"" https://t.co/AVZdMw8VNF"
460,nytimes,-0.3818,0.0,0.825,0.175,Sun Apr 01 14:22:04 +0000 2018,61,It has been 8 years since Live Nation and Ticketmaster merged. Now officials are looking into serious accusations a… https://t.co/7vBaBECHcW
461,nytimes,-0.1531,0.118,0.735,0.147,Sun Apr 01 14:12:01 +0000 2018,62,The Taliban are increasingly attacking security forces using night-vision goggles and lasers that U.S. officials sa… https://t.co/Ez9s464pfW
462,nytimes,0.0,0.0,1.0,0.0,Sun Apr 01 14:04:59 +0000 2018,63,"Since 1851, obituaries in The New York Times have been dominated by white men. Now, we're adding the stories of mor… https://t.co/YXQbh55kcf"
463,nytimes,0.0,0.0,1.0,0.0,Sun Apr 01 13:48:48 +0000 2018,64,"In his new book, the mayor of New Orleans surveys Southern history and its lingering divides in deeper detail https://t.co/4zO51If6TU"
464,nytimes,0.0,0.0,1.0,0.0,Sun Apr 01 13:30:08 +0000 2018,65,What to make with all of those hard-boiled eggs https://t.co/aZKdUjaqEd https://t.co/1f2pClfS4F
465,nytimes,0.0,0.0,1.0,0.0,Sun Apr 01 13:00:19 +0000 2018,66,"What is perhaps most extraordinary about Dr. King and photography is not how the medium defined him, but how skillf… https://t.co/HrRHpX3xmT"
466,nytimes,0.0,0.0,1.0,0.0,Sun Apr 01 12:30:13 +0000 2018,67,Charleston needs that African American Museum. And now. https://t.co/PnFhG7Si9x
467,nytimes,0.802,0.375,0.625,0.0,Sun Apr 01 12:18:42 +0000 2018,68,Pope Celebrates Easter Mass With Message of Peace for Syria and North Korea https://t.co/W4jWk1Huy5
468,nytimes,0.6597,0.329,0.671,0.0,Sun Apr 01 12:13:58 +0000 2018,69,Opinion: How the Party of Lincoln Became the Party of Racial Backlash https://t.co/fkm1tMdQRS
469,nytimes,-0.765,0.0,0.761,0.239,Sun Apr 01 12:00:04 +0000 2018,70,"The use of bail bonds has come under attack in recent years because it keeps the poorest, rather than the most dang… https://t.co/amuUdroyOD"
470,nytimes,0.0,0.0,1.0,0.0,Sun Apr 01 11:30:05 +0000 2018,71,"A partnership between Humana and Walmart, which operates pharmacies in many of its U.S. stores, would be the latest… https://t.co/ZqN3693QFd"
471,nytimes,0.4522,0.165,0.835,0.0,Sun Apr 01 11:00:17 +0000 2018,72,"As more people bring smart speakers into their homes, how much can digital assistants hear? https://t.co/kRDJKerLS5"
472,nytimes,-0.1779,0.0,0.866,0.134,Sun Apr 01 10:30:40 +0000 2018,73,The Taliban Have Gone High-Tech. That Poses a Dilemma for the U.S. https://t.co/kI8Jbr10IT
473,nytimes,-0.0258,0.125,0.706,0.169,Sun Apr 01 10:30:08 +0000 2018,74,No one told them their homes were at risk. They were intentionally flooded to save downtown Houston when Harvey hit… https://t.co/d5PD9rvIXd
474,nytimes,0.0,0.0,1.0,0.0,Sun Apr 01 10:28:22 +0000 2018,75,"Album Review: With Sons of Kemet, Shabaka Hutchings Brings London Jazz Into the Spotlight https://t.co/voEkUO0PCS"
475,nytimes,0.0,0.0,1.0,0.0,Sun Apr 01 10:26:06 +0000 2018,76,Opinion: Separate Is Not Equal in the Marine Corps https://t.co/AdSZ7oBEdk
476,nytimes,0.6486,0.346,0.654,0.0,Sun Apr 01 10:00:17 +0000 2018,77,"These sweet, lemony rolls are a fresh alternative to classic cinnamon rolls https://t.co/8zUr8V4tpk"
477,nytimes,0.4019,0.105,0.895,0.0,Sun Apr 01 09:31:27 +0000 2018,78,"Jujhar Khaira is nearing the end of his first full season in the NHL, where he is the only active player of Indian… https://t.co/loB81xxpd6"
478,nytimes,0.25,0.268,0.567,0.165,Sun Apr 01 09:14:23 +0000 2018,79,Diagnosis: The Woman Was Fit and Healthy. Why Did Her Lung Mysteriously Collapse? https://t.co/RdLro8jnON
479,nytimes,-0.0258,0.123,0.749,0.128,Sun Apr 01 09:00:35 +0000 2018,80,"Review: Sean Pean's novel is ""a riddle wrapped in an enigma and cloaked in crazy"" https://t.co/AVZdMw8VNF"
480,nytimes,-0.3818,0.0,0.825,0.175,Sun Apr 01 14:22:04 +0000 2018,81,It has been 8 years since Live Nation and Ticketmaster merged. Now officials are looking into serious accusations a… https://t.co/7vBaBECHcW
481,nytimes,-0.1531,0.118,0.735,0.147,Sun Apr 01 14:12:01 +0000 2018,82,The Taliban are increasingly attacking security forces using night-vision goggles and lasers that U.S. officials sa… https://t.co/Ez9s464pfW
482,nytimes,0.0,0.0,1.0,0.0,Sun Apr 01 14:04:59 +0000 2018,83,"Since 1851, obituaries in The New York Times have been dominated by white men. Now, we're adding the stories of mor… https://t.co/YXQbh55kcf"
483,nytimes,0.0,0.0,1.0,0.0,Sun Apr 01 13:48:48 +0000 2018,84,"In his new book, the mayor of New Orleans surveys Southern history and its lingering divides in deeper detail https://t.co/4zO51If6TU"
484,nytimes,0.0,0.0,1.0,0.0,Sun Apr 01 13:30:08 +0000 2018,85,What to make with all of those hard-boiled eggs https://t.co/aZKdUjaqEd https://t.co/1f2pClfS4F
485,nytimes,0.0,0.0,1.0,0.0,Sun Apr 01 13:00:19 +0000 2018,86,"What is perhaps most extraordinary about Dr. King and photography is not how the medium defined him, but how skillf… https://t.co/HrRHpX3xmT"
486,nytimes,0.0,0.0,1.0,0.0,Sun Apr 01 12:30:13 +0000 2018,87,Charleston needs that African American Museum. And now. https://t.co/PnFhG7Si9x
487,nytimes,0.802,0.375,0.625,0.0,Sun Apr 01 12:18:42 +0000 2018,88,Pope Celebrates Easter Mass With Message of Peace for Syria and North Korea https://t.co/W4jWk1Huy5
488,nytimes,0.6597,0.329,0.671,0.0,Sun Apr 01 12:13:58 +0000 2018,89,Opinion: How the Party of Lincoln Became the Party of Racial Backlash https://t.co/fkm1tMdQRS
489,nytimes,-0.765,0.0,0.761,0.239,Sun Apr 01 12:00:04 +0000 2018,90,"The use of bail bonds has come under attack in recent years because it keeps the poorest, rather than the most dang… https://t.co/amuUdroyOD"
490,nytimes,0.0,0.0,1.0,0.0,Sun Apr 01 11:30:05 +0000 2018,91,"A partnership between Humana and Walmart, which operates pharmacies in many of its U.S. stores, would be the latest… https://t.co/ZqN3693QFd"
491,nytimes,0.4522,0.165,0.835,0.0,Sun Apr 01 11:00:17 +0000 2018,92,"As more people bring smart speakers into their homes, how much can digital assistants hear? https://t.co/kRDJKerLS5"
492,nytimes,-0.1779,0.0,0.866,0.134,Sun Apr 01 10:30:40 +0000 2018,93,The Taliban Have Gone High-Tech. That Poses a Dilemma for the U.S. https://t.co/kI8Jbr10IT
493,nytimes,-0.0258,0.125,0.706,0.169,Sun Apr 01 10:30:08 +0000 2018,94,No one told them their homes were at risk. They were intentionally flooded to save downtown Houston when Harvey hit… https://t.co/d5PD9rvIXd
494,nytimes,0.0,0.0,1.0,0.0,Sun Apr 01 10:28:22 +0000 2018,95,"Album Review: With Sons of Kemet, Shabaka Hutchings Brings London Jazz Into the Spotlight https://t.co/voEkUO0PCS"
495,nytimes,0.0,0.0,1.0,0.0,Sun Apr 01 10:26:06 +0000 2018,96,Opinion: Separate Is Not Equal in the Marine Corps https://t.co/AdSZ7oBEdk
496,nytimes,0.6486,0.346,0.654,0.0,Sun Apr 01 10:00:17 +0000 2018,97,"These sweet, lemony rolls are a fresh alternative to classic cinnamon rolls https://t.co/8zUr8V4tpk"
497,nytimes,0.4019,0.105,0.895,0.0,Sun Apr 01 09:31:27 +0000 2018,98,"Jujhar Khaira is nearing the end of his first full season in the NHL, where he is the only active player of Indian… https://t.co/loB81xxpd6"
498,nytimes,0.25,0.268,0.567,0.165,Sun Apr 01 09:14:23 +0000 2018,99,Diagnosis: The Woman Was Fit and Healthy. Why Did Her Lung Mysteriously Collapse? https://t.co/RdLro8jnON
499,nytimes,-0.0258,0.123,0.749,0.128,Sun Apr 01 09:00:35 +0000 2018,100,"Review: Sean Pean's novel is ""a riddle wrapped in an enigma and cloaked in crazy"" https://t.co/AVZdMw8VNF"
